globalcompanykey,industryformat,comparabilitystatus,isocurrencycode,datayearfiscal,fiscalyearendmonth,pricecloselastday,yearcheck,assetstotal,capitalexpenditures,debtincurrentliabilitiestotal,longtermdebttotal,cashdividendscashflow,dividendscommonordinary,dividendspreferredpreference,intangibleassetstotal,liabilitiestotal,operatingactivitiesnetcashflow,salesturnovernet,stockexchangecode,comsharesoutstandingissue,netincomelossconsolidated,companylegalname,gicsectors,sectorname,comp,size,roa,lev,dividend,roa_1,market_value_of_equity,growth_1,growth,tobins_q,tobins_q1
240358,INDL,,ZAR,2015,2,.6899999999999999,1,83.671997,.324,0,0,7.1350002,9.3599997,0,1.734,23.121,3.859,90.475998,177,155.996,19.315001,ISA Holdings Ltd,45,Information Technology,.020723779,1.8863057,.23084188,0,16.494999,.26296994,107.63725,.14432423,.061490647,,
240358,INDL,,ZAR,2016,2,.82,1,113.127,,0,0,9.3599997,0,0,.92000002,32.187,29.158001,159.71201,177,155.996,29.749001,ISA Holdings Ltd,45,Information Technology,.0081324531,4.7285109,.26296994,0,9.3599997,,127.91673,.76524174,.35202938,,
240362,FS,,ZAR,2015,8,2.7,1,1345.4709,,59.125999,112.909,0,12.283,0,250.146,540.922,,,177,491.33899,152.897,African Equity Empowerment Investments Ltd (AEEI),40,Financials,.18591705,4.6639009,.11363828,.12786229,12.283,.12988265,1326.6152,,.14208406,,
240362,FS,,ZAR,2016,8,2.95,1,1691.219,,22.583,253.121,0,16.202999,0,243.054,690.18402,,,177,491.33899,219.66,African Equity Empowerment Investments Ltd (AEEI),40,Financials,.14371528,7.4332047,.12988265,.16302088,16.202999,,1449.4501,,.25697178,,
240372,INDL,,ZAR,2015,6,36.67,1,1106.2841,30.785,22.375,0,114.345,0,0,387.465,252.189,143.062,760.05902,177,96.120003,127.555,Spur Corp Ltd,25,Consumer Discretionary,.35024005,4.4681635,.1153004,.020225367,114.345,.15687872,3524.7205,.03743064,.49908876,,
240372,INDL,,ZAR,2016,6,30.9,1,1066.722,45.598,26.900999,0,133.54601,0,0,370.45099,202.05901,166.16499,633.06897,177,95.834,167.34599,Spur Corp Ltd,25,Consumer Discretionary,.34727976,6.9723458,.15687872,.025218377,133.54601,,2961.2705,-.1670792,-.03576117,,
240377,INDL,,ZAR,2015,6,1.6,1,51.957001,.428,0,0,0,0,0,11.32,12.769,11.922,80.943001,177,34.674999,8.3430004,Silverbridge Holdings Ltd,45,Information Technology,.21787246,1.4098178,.16057509,0,0,.16005965,55.48,-.034599982,.22208636,,
240377,INDL,,ZAR,2016,6,2.55,1,63.039001,.58499998,0,0,1.738,0,0,12.371,15.051,12.928,86.442001,177,34.674999,10.09,Silverbridge Holdings Ltd,45,Information Technology,.1962436,4.1437535,.16005965,0,1.738,,88.421249,.067936704,.21329176,,
240384,INDL,,ZAR,2015,3,2.5,1,164.709,1.732,27.5,0,12.979,0,0,44.168999,52.596001,27.500999,131.28,177,70.872002,29.274,Amalgamated Electronic Corp,20,Industrials,.26816386,2.5635817,.17773163,.16696112,12.979,,177.18001,.16621804,-.12034627,,
240396,INDL,,ZAR,2015,2,4.68,1,1514.8719,160.127,104.946,165.12,26.146999,0,0,28.084999,773.62097,201.849,2062.4131,177,154.38901,54.929001,Value Group Ltd,20,Industrials,.01853952,4.7824874,.03625983,.17827645,26.146999,,722.54053,.011803676,.011238014,,
240396,INDL,,ZAR,2016,2,2.9,1,1541.538,86.099998,77.703003,123.876,27.716,0,0,32.806999,741.94,225.151,2452.7661,177,,,Value Group Ltd,20,Industrials,.021281993,7.3405356,,.13076486,27.716,,,.18927005,.017602818,,
240398,INDL,,ZAR,2015,11,2.38,1,2473.2771,,50.818001,497.66,0,0,0,0,591.25598,45.458,2.983,177,925.45599,-27.941,Stellar Capital Partners Ltd,45,Information Technology,0,5.2727008,-.011297157,.22176164,0,-.13170283,2202.5852,2.7427855,10.623143,,
240398,INDL,,ZAR,2016,11,1.57,1,2350.094,1.2539999,59.187,506.465,0,0,0,0,581.48102,318.71201,-170.28999,177,1068.017,-309.51401,Stellar Capital Partners Ltd,45,Information Technology,0,7.7622104,-.13170283,.24069335,0,,1676.7866,-58.086823,-.049805623,,
240403,INDL,,ZAR,2015,9,.7,1,598.58002,13.638,54.057999,22.995001,0,0,0,19.541,293.13699,-13.305,1222.304,177,125.506,27.402,Winhold Ltd,15,Materials,.032645594,3.8539615,.045778342,.12872632,0,.031969365,87.854195,.11203556,-.013460292,,
240403,INDL,,ZAR,2016,9,.75,1,521.81201,11.91,14.472,14.711,8.835,0,0,19.621,209.34399,43.382999,1149.043,177,125.506,16.681999,Winhold Ltd,15,Materials,.037601665,6.2573075,.031969365,.055926271,8.835,,94.129501,-.059936799,-.1282502,,
240519,INDL,,ZAR,2015,6,255.94,1,94692,,366,3547,2136,2211,0,5710,18775,4713,25590,177,478.93701,8715,Remgro Ltd,40,Financials,.060300764,8.9177856,.092035227,.041323449,4347,.049339965,122579.14,.039356645,.19097449,1.4690266,
240519,INDL,,ZAR,2016,6,254.66,1,109161,1116,1660,17799,2358,2376,0,4993,27460,3815,27697,177,479.38101,5386,Remgro Ltd,40,Financials,.045739777,11.600579,.049339965,.17825964,4734,,122079.17,.08233685,.15280066,,
246277,INDL,,ZAR,2015,9,174.14,1,4813.8042,201.491,341.48199,34.500999,315.086,444.72299,0,150.524,2442.2241,651.22101,11265.962,177,38.673,778.12598,Astral Foods Ltd,30,Consumer Staples,.031269241,5.9386444,.16164471,.078105167,759.80896,.07490699,6734.5161,.17324732,.10028926,,
246277,INDL,,ZAR,2016,9,117.75,1,4979.1348,145.41,376.431,0,373.14301,189.56799,0,174.748,2606.6011,378.19,11953.87,177,38.687,372.97198,Astral Foods Ltd,30,Consumer Staples,.035096057,8.513011,.07490699,.07560169,562.711,,4555.394,.06106076,.034345094,,
249900,FS,,ZAR,2015,2,.05,1,18.639999,,15.88,0,0,0,0,.88599998,28.636,,,177,593.01898,-6.9569998,Stratcorp Ltd,40,Financials,.04753219,.38471109,-.37322962,.85193139,0,,29.650949,,-.15122266,,
251059,INDL,,ZAR,2015,6,12,1,327.10101,31.775,0,0,.050000001,0,.033,17.396,65.140999,57.771,516.086,177,,,African & Overseas Enterprises Ltd.,25,Consumer Discretionary,.053182349,3.2496703,,0,.083000004,,,.048786856,.10188451,,
251059,INDL,,ZAR,2016,6,11,1,341.53201,17.539,0,0,9.8319998,0,.033,23.431999,79.122002,40.317001,537.58801,177,,,African & Overseas Enterprises Ltd.,25,Consumer Discretionary,.0686085,5.8334413,,0,9.8649998,,,.041663628,.044117868,,
251060,INDL,,ZAR,2015,6,.02,1,288.112,3.6210001,97.912003,66.875999,0,0,0,0,321.43399,-18.778,478.07401,177,4544.1968,-81.253998,Beige Holdings Ltd,30,Consumer Staples,0,3.1227505,-.28202227,.57195812,0,,90.883934,-.22947709,-.24387392,,
251924,FS,,ZAR,2016,2,474,1,73357.898,,0,7543.0508,0,1445.337,15.719,279.94601,57239.883,,,177,115.627,3790.4199,Capitec Bank Holdings Ltd,40,Financials,.0038161674,11.203106,.051670235,.10282534,1461.056,,54807.199,,.16541919,,
255227,INDL,,ZAR,2015,7,19.9,1,775.83899,78.516998,14.494,50.083,66.389,0,0,64.466003,328.09601,70.150002,840.50598,177,74.525002,79.515999,Phumelela Gaming & Leisure Ltd,25,Consumer Discretionary,.083091989,4.1133461,.10249034,.083235055,66.389,.12918481,1483.0475,.12579173,-.015501461,,
255227,INDL,,ZAR,2016,7,21,1,943.95001,74.228996,38.356998,62.958,70.056999,0,0,66.661003,430.89899,108.651,965.55103,177,74.535004,121.944,Phumelela Gaming & Leisure Ltd,25,Consumer Discretionary,.070619211,6.8500733,.12918481,.1073309,70.056999,,1565.2351,.14877354,.21668288,,
257383,FS,,ZAR,2015,9,65.29000000000001,1,69557,,0,300,0,0,0,1088,67388,,,177,349.79901,1812,Coronation Fund Managers Ltd,40,Financials,.015641848,8.6093035,.026050577,.0043130093,0,.023333037,22838.377,,-.095028691,1.4371932,
257383,FS,,ZAR,2016,9,70.23999999999999,1,67458,,150,150,0,0,0,1088,65280,,,177,349.79901,1574,Coronation Fund Managers Ltd,40,Financials,.016128555,11.119261,.023333037,.0044472115,0,,24569.883,,-.03017669,,
258703,FS,,ZAR,2015,3,83.45,1,405629,,2437,33685,0,0,120,695,373764,,,177,,,Investec Ltd,40,Financials,.0017133884,10.372596,,.08905182,120,,,,.21918149,,
258703,FS,,ZAR,2016,3,79,1,425687,,0,33443,0,0,131,679,390522,,,177,,,Investec Ltd,40,Financials,.0015950687,12.961459,,.078562416,131,,,,.049449127,,
258732,FS,,ZAR,2015,12,8.99,1,860733,,9175,35802,0,0,0,4881,800779,,,177,27.556,8163,Nedbank Ltd,40,Financials,.0056707482,11.124941,.009483777,.052254301,0,.01057595,247.72844,,.1423981,,
258732,FS,,ZAR,2016,12,9.25,1,900061,,6169,45893,0,0,377,5928,832339,,,177,27.875999,9519,Nedbank Ltd,40,Financials,.0065862201,13.710217,.01057595,.057842746,377,,257.853,,.045691289,,
264030,FS,,ZAR,2015,8,11.48,1,70177.797,,1980.226,21602.141,0,3289.8149,0,5367.0469,25032.34,,,177,4448.623,5425.0972,Redefine Properties Ltd,60,Real Estate,.076477848,8.6181889,.077305034,.33603743,3289.8149,.057130277,51070.191,,.22069223,1.0453823,
264030,FS,,ZAR,2016,8,11.02,1,79812.211,,7041.3901,21148.713,0,3954.4551,0,5304.1909,30170.846,,,177,4700.9111,4559.6938,Redefine Properties Ltd,60,Real Estate,.066458389,11.287432,.057130277,.35320538,3954.4551,,51804.039,,.13728578,,
267407,,,USD,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271087,INDL,,ZAR,2015,9,185,1,19330.301,533.90002,606.29999,2367.8999,1011.5,0,0,3281.5,16001.9,2280.8,73258.797,177,173.119,1420.9,Spar Group Ltd,30,Consumer Staples,.16975939,7.3288302,.073506355,.15386206,1011.5,.066347905,32027.016,.34461752,.14069322,2.3933041,
271087,INDL,,ZAR,2016,9,192.22,1,27355.801,814.5,773,4164.2998,1152.6,0,0,4008.3,21712.9,2699.8999,90688.5,177,192.508,1815,Spar Group Ltd,30,Consumer Staples,.14652468,10.216684,.066347905,.18048456,1152.6,,37003.887,.2379196,.4151772,,
271141,INDL,,ZAR,2015,3,77.40000000000001,1,9406,104.3,600,1375,507,0,0,61.400002,3956.6001,589,4358.7002,177,88.499001,961.5,Lewis Group Ltd,25,Consumer Discretionary,.0065277484,6.6085043,.10222199,.20997235,507,.047890414,6849.8228,-.0041581271,.11885619,,
271141,INDL,,ZAR,2016,3,47,1,7475.3999,61.299999,247.3,700,356.89999,0,0,71.699997,2030.1,816.20001,4140.2998,177,88.790001,358,Lewis Group Ltd,25,Consumer Discretionary,.0095914593,8.9193726,.047890414,.12672232,356.89999,,4173.1299,-.050106771,-.20525198,,
272681,FS,,ZAR,2015,3,19.25,1,18355.219,,1309.687,4098.3188,0,946.90002,0,178.214,5865.9639,,,177,,,Vukile Property Fund,60,Real Estate,.0097091738,7.2770705,,.29463041,946.90002,,,,.26314813,,
272681,FS,,ZAR,2016,3,17,1,17516.707,,1002.581,2937.5901,0,1092.6,0,86.863998,4331.916,,,177,,,Vukile Property Fund,60,Real Estate,.004958923,9.7709103,,.22493789,1092.6,,,,-.045682471,,
273759,,,GBP,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273817,INDL,,ZAR,2015,2,.12,1,287.23801,,0,0,0,0,0,279.755,53.370998,-4.2210002,1.401,177,274.92899,-24.579,Chrometco Ltd,15,Materials,.97394842,3.1197126,-.085570157,0,0,-.07294786,32.991478,1.0848215,.46570942,,
273817,INDL,,ZAR,2016,2,.08,1,277.52701,,0,5.2210002,0,0,0,268.88599,68.510002,-3.948,,177,274.92899,-20.245001,Chrometco Ltd,15,Materials,.9688642,5.6259184,-.07294786,.018812584,0,,21.994318,,-.033808194,,
274950,INDL,,ZAR,2015,12,.41,1,7626.543,859.81097,0,4548.772,0,0,0,5.8709998,4822.1021,-62.881001,0,177,1627.827,-556.78497,Wesizwe Platinum Ltd,15,Materials,.00076981139,6.3987913,-.073006205,.59643954,0,.039936073,667.40906,,.23406161,,
274950,INDL,,ZAR,2016,12,.76,1,7579.2129,975.20001,0,3996.061,0,0,0,3.6010001,4472.0879,45.779999,0,177,1627.827,302.68399,Wesizwe Platinum Ltd,15,Materials,.00047511532,8.9331646,.039936073,.52723956,0,,1237.1486,,-.0062059676,,
275786,INDL,,ZAR,2015,2,.2,1,1100.925,6.6630001,65.697998,45.726002,0,0,0,112.091,431.823,76.253998,1435.901,177,364.94101,3.6830001,Esor Ltd,20,Industrials,.10181529,4.4633074,.0033453687,.10120943,0,-.13728797,72.988205,-.008604221,-.10425954,,
275786,INDL,,ZAR,2016,2,.23,1,1017.977,20.372999,59.355999,38.813999,0,0,0,65.446999,451.18301,-23.945999,1373.048,177,463.73801,-139.756,Esor Ltd,20,Industrials,.064291239,6.9255724,-.13728797,.096436359,0,,106.65974,-.043772534,-.075343966,,
278271,FS,,ZAR,2015,6,13.98,1,5445.8599,,230,1627.874,0,232.815,0,12,2059.271,,,177,142.31599,367.10001,Hospitality Property Fund Ltd,60,Real Estate,.0022035087,6.0620122,.067409009,.34115347,232.815,.089841567,1989.5776,,.064867817,,
278391,FS,,ZAR,2015,12,128,1,38578.801,,0,0,0,451.776,0,358.70001,35622.648,,,177,85.549004,899.47803,JSE Ltd,40,Financials,.0092978524,8.0198593,.023315344,0,451.776,.020011755,10950.272,,.3206957,1.2104892,
278391,FS,,ZAR,2016,12,164.27,1,45958.09,,0,0,0,487,0,452.039,42688.559,,,177,85.522003,919.70203,JSE Ltd,40,Financials,.0098358961,10.735485,.020011755,0,487,,14048.699,,.19127834,,
279376,FS,,ZAR,2015,12,703,1,936141,,0,141407,0,4500,321,2029,875644,,,177,,,Absa Bank Ltd,40,Financials,.0021674086,11.208922,,.1510531,4821,,,,.1499642,,
279376,FS,,ZAR,2016,12,767,1,918311,,102134,75983,0,2100,351,2339,849012,,,177,,,Absa Bank Ltd,40,Financials,.0025470674,13.730291,,.19396152,2451,,,,-.019046277,,
281454,INDL,,ZAR,2015,2,16.55,1,1647.7061,131.26401,105.442,47.320999,75.929001,0,0,149.743,622.62,320.33899,1969.786,177,141.34399,222.12801,Afrimat Ltd,15,Materials,.090879679,4.8665404,.13481046,.092712529,75.929001,.1225879,2339.2432,-.014417075,.051053464,,
281454,INDL,,ZAR,2016,2,24.22,1,2266.325,134.521,350.633,94.999001,86.803001,0,0,147.769,1059.406,406.04599,2228.157,177,136.075,277.82401,Afrimat Ltd,15,Materials,.065202035,7.725915,.1225879,.196632,86.803001,,3295.7363,.13116702,.3754425,,
281544,INDL,,ZAR,2015,12,41.2,1,48511,3900,205,8000,2490,0,0,0,23344,12669,36138,177,320.97601,469,Kumba Iron Ore Ltd,15,Materials,0,8.2489471,.0096679106,.1691369,2490,.15063274,13224.212,-.24075046,-.046916444,1.3440481,
281593,INDL,,ZAR,2015,12,1.3,1,687.53302,6.9289999,210.015,24.076,0,0,0,95.412003,333.28601,22.570999,1949.771,177,228.08099,76.785004,Workforce Ltd,20,Industrials,.13877442,3.9925113,.11168192,.34047964,0,.10325649,296.50528,.082066923,.22141893,,
281593,INDL,,ZAR,2016,12,2.19,1,887.15002,7.1700001,283.85699,30.84,0,0,0,141.41701,440.38199,69.211998,2523.405,177,228.57899,91.603996,Workforce Ltd,20,Industrials,.15940596,6.7880139,.10325649,.35472804,0,,500.58801,.29420584,.29033807,,
281651,INDL,,ZAR,2015,6,.5,1,230.838,3.6730001,24.568001,0,0,0,0,38.778999,73.276001,-.40700001,318.60901,177,118.687,4.711,Accentuate Ltd,15,Materials,.16799226,2.9011176,.020408252,.10642962,0,.031421725,59.343498,.034105685,-.043325141,,
281651,INDL,,ZAR,2016,6,.8,1,239.48399,3.6570001,28.360001,0,0,0,0,38.625999,86.014999,-3.7049999,322.71399,177,124.049,7.5250001,Accentuate Ltd,15,Materials,.16128844,5.4784865,.031421725,.11842128,0,,99.239204,.012884069,.037454821,,
281733,INDL,,ZAR,2015,3,2,1,653.84998,21.944,25.584999,82.533997,18.681999,0,0,291.772,307.85699,41.794998,1272.063,177,417.32199,83.540001,CSG Holdings Ltd,20,Industrials,.44623694,3.9422793,.12776631,.1653575,18.681999,.1029514,834.64398,-.011344163,.40139735,,
281733,INDL,,ZAR,2016,3,1.45,1,842.98999,28.615,57.916,65.142998,20.916,0,0,343.25299,314.90799,58.901001,1746.629,177,463.44501,86.787003,CSG Holdings Ltd,20,Industrials,.40718514,6.7369552,.1029514,.1459792,20.916,,671.99524,.37306803,.28927127,,
281736,FS,,ZAR,2015,2,7.6,1,12903.358,,1275.97,1165.916,0,0,0,457.11099,4210.9312,,,177,1522.853,781.909,Zeder Investments Ltd,40,Financials,.035425738,6.924644,.060597323,.18924423,0,-.060434632,11573.683,,.15559362,1.2523311,
281736,FS,,ZAR,2016,2,5.35,1,13170.627,,1957.511,1015.416,0,190,0,432.73401,4472.2822,,,177,1722.041,-795.96198,Zeder Investments Ltd,40,Financials,.032855991,9.4857445,-.060434632,.22572403,190,,9212.9199,,.0207131,,
281796,INDL,,ZAR,2015,2,.01,1,58.571999,5.7610002,1.247,7.3940001,0,0,0,13.834,18.362,-2.8559999,38.269001,177,3407.3679,-5.415,Nutritional Holdings Ltd,30,Consumer Staples,.23618793,1.5296581,-.092450321,.14752783,0,-.3395606,34.073681,.013667859,.039007992,,
281796,INDL,,ZAR,2016,2,.02,1,50.155998,1.396,1.728,10.005,0,0,0,1.762,22.541,-10.466,43.215,177,3653.3679,-17.031,Nutritional Holdings Ltd,30,Consumer Staples,.035130393,3.915138,-.3395606,.23393016,0,,73.06736,.12924297,-.14368641,,
282456,INDL,,ZAR,2015,8,2.18,1,883.29602,42.453999,86.495003,30.041,0,0,0,147.74001,421.95001,-73.301003,882.83502,177,421.689,21.841999,enX Group Ltd,20,Industrials,.1672599,4.2430615,.024727836,.13193312,0,-.050124373,919.28198,.50910425,.71864188,,
282456,INDL,,ZAR,2016,8,1.85,1,1424.317,20.135,151.39301,141.755,0,0,0,279.729,736.89697,12.294,1150.951,177,600.18402,-71.392998,enX Group Ltd,20,Industrials,.19639519,7.2614479,-.050124373,.20581655,0,,1110.3405,.3036989,.61250246,,
282867,INDL,,ZAR,2015,6,2.7,1,272.08499,7.4159999,.447,58.979,0,0,0,.51599997,134.535,27.315001,345.99799,177,42.801998,-9.6660004,Rare Holdings Ltd,20,Industrials,.0018964661,3.0655158,-.035525665,.2184097,0,,115.56539,.30588436,.071897037,,
282897,INDL,,ZAR,2015,12,.45,1,909.664,15.002,116.694,63.898998,0,0,0,8.7799997,339.939,67.539001,1657.358,177,156.379,-13.919,South Ocean Holdings Ltd,20,Industrials,.0096519152,4.2724767,-.015301254,.19852714,0,-.041498523,70.370552,-.033745691,-.094493181,,
282897,INDL,,ZAR,2016,12,.46,1,943.14203,12.318,197.01199,52.025002,0,0,0,7.783,413.26999,-55.747002,1777.1899,177,156.379,-39.139,South Ocean Holdings Ltd,20,Industrials,.0082522035,6.8492169,-.041498523,.26405036,0,,71.934341,.072302967,.036802631,,
283460,INDL,,ZAR,2016,2,16,1,6993.7822,440.51199,388.22699,562.573,160.08701,0,0,851.10199,3044.0569,984.453,9005.6445,177,180.388,372.06201,Raubex Group Ltd,20,Industrials,.1216941,8.8527765,.053198971,.13594933,160.08701,,2886.208,.13625084,.039715782,,
284363,INDL,,ZAR,2015,6,1.38,1,44.174,3.7290001,4.7340002,.58600003,2.52,2.52,0,3.536,11.847,8.2080002,98.115997,177,42,2.7520001,Telemasters Holdings Ltd,50,Telecommunication Services,.080047086,1.2475377,.062299091,.12043284,5.04,.039159615,57.959999,-.051460333,-.036196634,,
284363,INDL,,ZAR,2016,6,1.2,1,51.404999,3.747,5.0009999,2.651,1.469,1.26,0,3.6489999,18.323999,2.576,105.426,177,42,2.013,Telemasters Holdings Ltd,50,Telecommunication Services,.07098531,3.9397354,.039159615,.14885712,2.7290001,,50.400002,.074503705,.16369355,,
284735,INDL,,ZAR,2015,6,2.81,1,818.25299,21.403,141.33501,42.273998,0,0,0,119.673,445.94901,.85100001,1131.954,177,107.968,39.370998,Rolfes Holdings Ltd,15,Materials,.14625427,4.166573,.048115924,.22439149,0,.071381472,303.39008,.18095662,.13975039,,
284735,INDL,,ZAR,2016,6,2.99,1,1099.403,14.104,23.629999,220.269,0,9.6999998,0,234.491,548.86798,45.57,1363.547,177,161.30099,78.476997,Rolfes Holdings Ltd,15,Materials,.21328939,7.0025225,.071381472,.22184677,9.6999998,,482.28998,.20459579,.34359783,,
284907,INDL,,ZAR,2015,2,.41,1,427.03799,,19.275,32.715,0,0,0,117.58,226.327,-40.345001,418.53601,177,461.03799,19.489,Ansys Ltd,20,Industrials,.2753385,3.5162742,.045637626,.12174561,0,.047084458,189.02557,.66667068,1.8126061,,
284907,INDL,,ZAR,2016,3,.6899999999999999,1,492.42001,15.371,5.2670002,36.602001,0,0,0,118.692,223.39799,75.000999,806.01898,177,461.03799,67.875999,Ansys Ltd,20,Industrials,.24103813,6.1993322,.13784167,.085027009,0,,318.11621,.70022523,.15868716,,
285017,INDL,,ZAR,2015,12,1.1,1,986.80798,176.55299,91.460999,204.87601,0,0,0,61.082001,482.64499,139.25,956.91602,177,467.62799,40.901001,Interwaste Holdings Ltd,20,Industrials,.061898567,4.3538766,.041447781,.30029854,0,.046919134,514.39081,.14672957,.096237719,,
285017,INDL,,ZAR,2016,12,1.1,1,1017.197,157.539,105.386,183.57899,0,0,0,64.008003,475.854,140.737,924.00299,177,465.483,47.726002,Interwaste Holdings Ltd,20,Industrials,.062925868,6.9248061,.046919134,.28407967,0,,512.03131,-.034394894,.030795289,,
285029,FS,,ZAR,2015,2,3.21,1,1431.428,,48.595001,.67699999,0,0,0,154.77901,1043.439,,,177,588.91803,57.254002,Finbond Group Ltd,40,Financials,.10812909,4.7258291,.039997824,.034421571,0,.043657765,1890.4269,,.060904879,,
285029,FS,,ZAR,2016,2,3.35,1,3177.6021,,537.64697,2.0350001,0,0,0,869.51001,2040.194,,,177,746.71198,138.72701,Finbond Group Ltd,40,Financials,.27363718,8.0638819,.043657765,.16983938,0,,2501.4851,,1.2198826,,
285081,INDL,,ZAR,2015,12,5.38,1,6656.54,472.358,829.401,216,105.459,25.568001,0,66.917,2802.0229,123.775,8394.9863,177,319.59698,163.714,Hulamin Ltd,15,Materials,.01005282,6.2627563,.02459446,.1570487,131.02701,.055334788,1719.4318,.044293072,.061754469,,
285081,INDL,,ZAR,2016,12,5.35,1,6956.438,314.85599,490.444,162,0,48.647999,0,69.085999,2609.75,679.02802,10099.349,177,319.59698,384.93301,Hulamin Ltd,15,Materials,.0099312318,8.8474226,.055334788,.093789957,48.647999,,1709.8439,.20302145,.045053128,,
285170,INDL,,EUR,2015,12,307.27,1,6469,636,250,1319,209,251,0,695,3282,1119,6819,177,117.635,600,Mondi PLC/Ltd (ZAF),15,Materials,.10743546,8.8787851,.092750035,.24254136,460,.087277703,36145.707,.065135896,.019061122,.85671198,
285170,INDL,,EUR,2016,12,279.99,1,7310,510,651,1119,274,276,0,801,3614,1229,6662,177,117.637,638,Mondi PLC/Ltd (ZAF),15,Materials,.10957592,8.8969984,.087277703,.24213406,550,,32937.184,-.023023903,.13000464,,
285256,INDL,,ZAR,2015,2,.06,1,403.20499,27.667,80.172997,129.95,0,0,0,0,360.97198,61.626999,511.85901,177,273.03799,-18.451,WG Wearne Ltd,15,Materials,0,3.4588463,-.045760844,.52113193,0,,16.38228,.010458768,-.061556716,,
285645,INDL,,ZAR,2015,2,5,1,6512.2778,160.34801,480.48401,174.629,0,0,0,1248.5291,3903.7461,-87.456001,9669.4727,177,173.556,260.95401,Stefanutti Stocks Hldgs Ltd,20,Industrials,.19171925,6.2408457,.040071081,.1005966,0,-.020871926,867.78003,-.084992461,-.0017075653,,
285645,INDL,,ZAR,2016,2,3.45,1,6567.0981,84.483002,328.79599,346.45999,0,0,0,1087.1331,4124.7202,548.81097,9058.5762,177,172.242,-137.06799,Stefanutti Stocks Hldgs Ltd,20,Industrials,.16554238,8.7898273,-.020871926,.10282411,0,,594.23492,-.063177846,.0084179938,,
285674,INDL,,ZAR,2015,2,,1,231.062,18.450001,9.9840002,48.696999,0,0,0,12.32,184.20799,37.085999,317.00201,177,629.34198,32.847,Brikor Ltd,15,Materials,.053319022,2.9020875,.14215666,.25396213,0,,,-.0038556817,-.25488386,,
285691,INDL,,ZAR,2015,2,2.1,1,334.06299,21.424,32.705002,2.1429999,8.1000004,0,0,216.711,74.186996,22.694,216.517,177,101.255,18.780001,Huge Group Ltd,50,Telecommunication Services,.64871299,3.270731,.056216944,.10431566,8.1000004,.060587507,212.6355,.058302224,.045649275,,
285691,INDL,,ZAR,2016,2,5.05,1,439.414,,11.538,1.331,0,0,0,219.08,62.632999,25.436001,245.993,177,115.905,26.622999,Huge Group Ltd,50,Telecommunication Services,.49857309,6.0854421,.060587507,.029286731,0,,585.32025,.13613711,.31536272,,
286004,INDL,,ZAR,2015,4,1.2,1,1291.317,6.8979998,155.799,136.396,0,0,0,56.450001,772.02899,-23.030001,1581.911,177,620.15802,-479.439,Ellies Holdings Ltd,45,Information Technology,.04371506,4.6228194,-.37127909,.22627673,0,,744.18964,4.0002561,-.25508749,,
286093,INDL,,ZAR,2015,2,.15,1,99.754997,1.265,4.8829999,6.7179999,0,0,0,21.924,28.34,-12.944,101.111,177,629.87299,-1.126,Imbalie Beauty Ltd,30,Consumer Staples,.21977846,2.0621185,-.011287656,.11629492,0,-.15984625,94.480949,.10039613,.3488425,,
286093,INDL,,ZAR,2016,2,.1,1,98.600998,14.461,16.157,12.723,0,0,0,28.754,42.861,-4.9910002,96.584,177,629.87299,-15.761,Imbalie Beauty Ltd,30,Consumer Staples,.29161978,4.5910816,-.15984625,.29289764,0,,62.987297,-.04477258,-.011568336,,
286113,INDL,,ZAR,2015,12,.83,1,237.72301,1.661,51.348999,190.57401,0,0,0,1.777,288.01401,-63.028,308.509,177,146.918,-81.320999,RBA Holdings Ltd,60,Real Estate,.007475086,2.9305074,-.34208301,1.0176677,0,,121.94194,.70101124,-.18600279,,
286281,,,EUR,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286960,INDL,,ZAR,2015,3,.59,1,1585.319,13.183,312.51999,124.451,14.09,0,0,25.158001,842.40002,252.45599,2668.0061,177,696.87097,56.212002,BSI Steel Ltd,15,Materials,.015869362,4.8279424,.03545785,.27563602,14.09,,411.15387,-.17858116,-.090415746,,
287252,INDL,,ZAR,2015,3,3.29,1,2378.281,155.584,17.476999,0,107.15,0,0,716.89001,458.47299,240.43401,1465.021,177,759.138,182.989,MiX Telematics Ltd,45,Information Technology,.30143201,5.2335343,.076941706,.0073485845,107.15,.063701004,2497.564,.054442264,.067159906,,
287252,INDL,,ZAR,2016,3,2.36,1,1906.689,180.23,19.448999,0,52.966,0,0,706.11102,463.758,323.57101,1540.058,177,563.43402,121.458,MiX Telematics Ltd,45,Information Technology,.37033361,7.5531235,.063701004,.010200405,52.966,,1329.7043,.051219054,-.19829114,,
287271,INDL,,ZAR,2015,5,8.08,1,7305.9512,41.956001,16.087,0,209.09801,0,0,1201.7729,2786.384,432.94199,26204.723,177,666.24298,691.59003,Blue Label Telecoms Ltd,20,Industrials,.16449234,6.3558459,.094661191,.0022019036,209.09801,,5383.2432,.18873426,.039723709,,
